text,labels
"7.1 , hematocrit of 30.8 , platelets 90 .",O O B-TE O O O B-TE O O 
"Sodium of 138 ; potassium 3.5 ; 106 , 28 , 31 , 1.0 , glucose 134 .",B-TE O O O B-TE O O O O O O O O O O B-TE O O 
AST 82 .,B-TE O O 
ALT 176 .,B-TE O O 
Alkaline phosphatase 78 which all have significantly decreased since postoperative day number 1 .,B-TE I-TE O O O O O O O O O O O O 
Total bilirubin was 0.9 .,B-TE I-TE O O O 
"On 2014-04-09 , FK level was 10.3 .",O O O B-TE I-TE O O O 
Patient left on 2014-04-09 with VNA to home .,O O O O O O O O O 
DISCHARGE MEDICATIONS :,O O O 
Protonix 40 mg q. 24 .,B-TR O O O O O 
Moltipine 5 mg q. Day .,B-TR O O O O O 
Fluconazole 400 mg q. 24 hours .,B-TR O O O O O O 
Prednisone 20 mg q. Day .,B-TR O O O O O 
MMF 1000 mg b.i.d. .,B-TR O O O O 
Lopressor 50 m b.i.d.,B-TR O O O 
Percocet 1 to 2 tabs q. 4 to 6 hours prn .,B-TR O O O O O O O O O O O 
Colace 100 mg b.i.d.,B-TR O O O 
Bactrim SS 1 tab q. Day .,B-TR O O O O O O 
Tacrolimus 3 mg b.i.d.,B-TR O O O 
Lasix 20 mg b.i.d.,B-TR O O O 
Valcyte 900 mg q. Day .,B-TR O O O O O 
Patient is on insulin sliding scale with fixed dose .,O O O B-TR I-TR I-TR O O O O 
FOLLOW UP :,O O O 
The patient is to follow-up with Dr. Amanda Pepper on the following dates :,O O O O O O O O O O O O O O 
"2014-04-14 at 9 a.m. , 2014-04-24 at 10:20 a.m. and 2014-05-01 at 10:20 a.m.",O O O O O O O O O O O O O O 
"If the patient can not make those appointments or has any questions about the appointments , please call 787-984-9608 .",O O O O O O O O O O O O O O O O O O O O 
"The patient is to call 787-984-9608 if any fevers , chills , nausea and vomiting , abdominal pain , inability to take medications , inability to eat or drink .",O O O O O O O O B-PR O B-PR O B-PR O B-PR O B-PR I-PR O B-PR I-PR I-PR I-PR O B-PR I-PR I-PR I-PR I-PR O 
"Patient needs to have labs every Monday and Thursday including a CBC , chem-10 , AST , ALT , alkaline phosphatase , albumin , total bilirubin and Prograf level need to be obtained .",O O O O B-TE O O O O O B-TE I-TE O B-TE O B-TE O B-TE O B-TE I-TE O B-TE O B-TE I-TE O B-TE I-TE O O O O O 
Please fax results to ( 728 ) 250-3265 .,O O O O O O O O O 
All cultures have been unremarkable .,B-TE I-TE O O O O 
Cultures were obtained on 2014-03-31 .,B-TE O O O O O 
Urine culture and blood culture have been unremarkable on 2014-04-03 .,B-TE I-TE O B-TE I-TE O O O O O O 
"Hepatitis viral load was 76,500 .",B-TE I-TE I-TE O O O 
Pathology demonstrates that the pathology results of the liver were not finalized .,O O O B-TE I-TE I-TE I-TE I-TE I-TE O O O O 
"Darrell Diiorio , MD , PHD 02-366",O O O O O O O 
"Dictated By : Deborah JP Allen , M.D.",O O O O O O O O 
MEDQUIST36,O 
D : 2014-04-11 14:30:39,O O O O 
T : 2014-04-11 15:05:40,O O O O 
Job #:,O O 
88167,O 
Signed electronically by : DR. Greg Jones on : FRI 2014-04-25 2:37 PM,O O O O O O O O O O O O O 
( End of Report ),O O O O O 
242460787 DH,O O 
5950242,O 
67766054,O 
86004855,O 
09/26/2004 12:00:00 AM,O O O 
Face Sheet / Discharge Order,O O O O O 
SIGNED,O 
DIS,O 
[ report _ end ],O O O O O 
Admission Date :,O O O 
2015-11-09,O 
Discharge Date :,O O O 
2015-11-16,O 
Date of Birth :,O O O O 
2015-11-09,O 
Sex :,O O 
F,O 
Service :,O O 
CMED CCU,O O 
HISTORY OF PRESENT ILLNESS :,O O O O O 
Baby girl Fritsche is the 1670 gram product of a 31 and 06-17 week gestation born to a 34 - year-old G2 P1 now 2 woman .,O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Fetal screens , O positive , antibody negative , RPR nonreactive , rubella immune , hepatitis surface antigen negative , GBS unknown .",B-TE I-TE O O O O B-TE O O B-TE O O B-TE O O B-TE I-TE I-TE O O B-TE O O 
"IVF pregnancy complicated by IUGR , 2 vessel cord , normal fetal echo reverse diastolic flow and demise of twin A at 27 weeks .",B-PR I-PR O O B-PR O B-PR I-PR I-PR O O O O O O O O B-PR I-PR I-PR I-PR O O O O 
"Twin B with normal fetal survey was transferred to Boston Medical Center at 26 and 2/7 weeks with IUGR of twin A was first noted , presented with preterm labor at 31 weeks .",O O O O O O O O O O O O O O O O O O B-PR I-PR I-PR I-PR O O O O O O B-PR I-PR O O O O 
Betamethasone complete at approximately 26 weeks and 31 weeks .,B-TR O O O O O O O O O 
Mother was on clindamycin since 11-04 .,O O O B-TR O O O 
PPROM with bleeding and transverse lie prompted cesarean section .,B-PR O B-PR O B-PR I-PR O B-TR I-TR O 
Abruption noted .,B-PR O O 
Apgars were 6 and 9 .,B-TE O O O O O 
PHYSICAL EXAMINATION :,O O O 
"On admission weight 1670 grams approximately 50 th percentile , length 43 cm 50 th percentile , head circumference not done .",O O B-TE O O O O O O O B-TE O O O O O O B-TE I-TE O O O 
"Anterior fontanel soft , flat , cap and prong CPAP in place .",O O O O O O O O B-TR I-TR O O O 
Nondysmorphic intact Veliz .,B-PR O O O 
"Comfortable with good aeration , clear breath sounds , does grunt intermittently when disturbed .",O O O O O O O O O O O O O O O 
No murmur .,O B-PR O 
Normal pulses .,O O O 
"Soft abdomen , 3 vessel cord .",O O O O O O O 
No hepatosplenomegaly .,O B-PR O 
Normal female genitalia .,O O O O 
Positive vaginal tag .,O B-PR I-PR O 
Patent anus .,O O O 
No hip click .,O B-PR I-PR O 
No sacral dimple .,O B-PR I-PR O 
Moves all extremities .,O O O O 
"Decrease tone , ruddy , warm , well perfused with peripheral IV in left hand .",B-PR I-PR O O O O O O O O B-TR I-TR I-TR I-TR I-TR O 
HOSPITAL COURSE :,O O O 
Respiratory .,O O 
Mills was admitted to the newborn intensive care unit with moderate respiratory distress .,O O O O O O O O O O B-PR I-PR I-PR O 
Infant placed on CPAP .,O O O B-TR O 
X-ray revealed mild respiratory distress syndrome .,B-TE O B-PR I-PR I-PR I-PR O 
She remained on CPAP for a total of 24 hours at which time she transitioned to room air and continues to be stable in room air .,O O O B-TR O O O O O O O O O O O O O O O O O O O O O O O 
Caffeine citrate was initiated on 11-14 for apnea and bradycardia of prematurity .,B-TR I-TR O O O O O B-PR O B-PR I-PR I-PR O 
She is currently receiving 11 mg po every day .,O O O O O O O O O O 
Cardiovascular .,O O 
Has been cardiovascular stable throughout hospital course .,O O O O O O O O 
Heart ranges 130 s to 160 s.,B-TE I-TE O O O O O 
Blood pressure most recently 60/37 with a mean of 44 .,B-TE I-TE O O O O O O O O O 
Fluid and electrolyte .,O O O O 
"Birth weight was 1670 grams 50 th percentile , length 43 cm 50 th percentile .",B-TE I-TE O O O O O O O B-TE O O O O O O 
Head circumference not done .,B-TE I-TE O O O 
Infant was initially started on 80 cc per kilo per day of D10W .,O O O O O O O O O O O O B-TR O 
Enteral feedings were initiated on day of life #1 .,B-TR I-TR O O O O O O O O 
Infant achieved full enteral feedings by day of life 6 .,O O B-TR I-TR I-TR O O O O O O 
She is currently receiving 150 cc per kilo per day of Special Care 20 .,O O O O O O O O O O O B-TR I-TR I-TR O 
Her discharge weight is 1477 gm .,B-TE I-TE I-TE O O O O 
"Her most recent set of electrolytes were on 2015-11-13 with a sodium of 143 , a potassium of 6.3 hemolyzed , a chloride of 113 and a total CO2 of 17 .",O O O O O O O O O O B-TE I-TE O O O B-TE I-TE O O O O B-TE I-TE O O O B-TE I-TE I-TE O O O 
She will need advance calorie density for better growth .,O O O B-TR I-TR I-TR O O O O 
GI . Bilirubin peaked on day of life #2 of 9.0 / 0.3 .,B-TE I-TE I-TE O O O O O O O O O O O 
"Infant is under phototherapy , which was discontinued on 11-13 .",O O O B-TR O O O O O O O 
Most recent bilirubin was on 11-14 of 4.8 / 0.3 .,B-TE I-TE I-TE O O O O O O O O 
Hematology .,O O 
Hematocrit on admission was 53.7 .,B-TE O O O O O 
She has not required any blood transfusions .,O O O O B-TR I-TR I-TR O 
Infectious disease .,O O O 
A CBC and blood culture obtained on admission .,B-TE I-TE O B-TE I-TE O O O O 
"CBC had a white blood cell count of 9 , 17 polys , 0 bands , platelets of 326 .",B-TE O B-TE I-TE I-TE I-TE I-TE O O O O B-TE O O B-TE O B-TE O O O 
She received 48 hours of ampicillin and gentamycin with negative blood cultures and antibiotics were discontinued .,O O O O O B-TR O B-TR O O B-TE I-TE O B-TR O O O 
Neurological .,O O 
She has been appropriate for gestational age .,O O O O O O O O 
Head ultrasound was performed on 2015-11-16 and was normal .,B-TE I-TE O O O O O O O O 
"Sensory , hearing screen has not yet been performed , but should be done prior to discharge .",B-TE I-TE I-TE I-TE O O O O O O O O O O O O O O 
CONDITION AT DISCHARGE :,O O O O 
Stable .,O O 
DISCHARGE DISPOSITION :,O O O 
To Boston Medical Center .,O O O O O 
PRIMARY PEDIATRICIAN :,O O O 
Dr. Kim Adams .,O O O O 
Telephone number is ( 261 ) 564-6894 .,O O O O O O O O 
CARE AND RECOMMENDATIONS :,O O O O 
Continue 150 cc per kilo per day of Special Care 20 calories advancing caloric intake as required to maintain weight gain of 3 grams per kilogram per day .,O O O O O O O O B-TR I-TR I-TR I-TR O O O O O O O O O O O O O O O O O 
"Medications , continue caffeine citrate of 11 mg po every day .",B-TR O O B-TR I-TR O O O O O O O 
Car seat position screening has not yet been done .,B-TE I-TE I-TE I-TE O O O O O O 
State newborn screen was sent on day of life #3 and at discharge .,B-TE I-TE I-TE O O O O O O O O O O O 
Initial results were within normal limits .,O O O O O O O 
"Immunizations received , infant has not received any immunizations to date .",B-TR O O O O O O B-TR I-TR O O O 
State newborn screen was sent on 2015-11-12 .,B-TE I-TE I-TE O O O O O 
"Immunizations : recommended Synagis RSV prophylaxis should be considered from November through March for infants who meet any of the following 3 criteria , born at less than 32 weeks , born between 32 and 35 weeks with 2 of the following , daycare during RSV season , a smoker in the household , neuromuscular disease and weight abnormalities or school age siblings with chronic lung disease .",B-TR O O B-TR I-TR I-TR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PR I-PR O B-PR I-PR O O O O O B-PR I-PR I-PR O 
Influenza immunization is recommended annually in the fall for all infants once they reach 6 months of age .,B-TR I-TR O O O O O O O O O O O O O O O O O 
Before this age and for the first 24 months of the child 's life immunizations against influenza is recommended for household contacts and out of home care givers .,O O O O O O O O O O B-TR I-TR I-TR I-TR I-TR O B-PR O O O O O O O O O O O O 
DISCHARGE DIAGNOSES :,O O O 
"Premature infant born at 31 and 6/7 weeks gestation , resolved respiratory distress syndrome .",B-PR I-PR O O O O O O O O O B-PR I-PR I-PR O 
Rule out sepsis with antibiotic .,O O B-PR O B-TR O 
Hyperbilirubinemia resolving .,B-PR O O 
Apnea and bradycardia of prematurity .,B-PR O B-PR I-PR I-PR O 
"Tai Pamela Wendell , Oklahoma 05158",O O O O O O 
"Dictated By : Kurt S Imperato , M.D.",O O O O O O O O 
MEDQUIST36,O 
D : 2015-11-15 21:17:13,O O O O 
T : 2015-11-16 06:38:42,O O O O 
Job #:,O O 
82694,O 
Signed electronically by : DR. Debbie TRAN on : MON 2015-11-16 9:57 AM,O O O O O O O O O O O O O 
( End of Report ),O O O O O 
Admission Date :,O O O 
2018-05-26,O 
Discharge Date :,O O O 
2018-05-31,O 
Date of Birth :,O O O O 
1935-11-10,O 
Sex :,O O 
F,O 
Service :,O O 
MEDICINE,O 
Allergies :,O O 
Codeine / Iodine,B-TR O B-TR 
"Attending : Derrick L. Mayo , M.D.",O O O O O O O 
Chief Complaint :,O O O 
"large pericardial effusion , transfer from OSH",B-PR I-PR I-PR O O O O 
Major Surgical or Invasive Procedure :,O O O O O O 
Thoracentesis 2018-05-27,B-TR O 
History of Present Illness :,O O O O O 
"82 F with h/o COPD , CAD , pafib and SSS s/p pacer on 05-08 for symptomatic pauses is transferred for large pericardial effusion ? needing drainage and CHF .",O O O O B-PR O B-PR O B-PR O B-PR O B-TR O O O B-PR I-PR O O O B-PR I-PR I-PR O O B-TR O B-PR O 
She was admitted to Cambridge Hospital 2018-05-24 with ARF ( Cr 3.5 up from 0.9 ) and SOB .,O O O O O O O O B-PR O B-TE O O O O O O B-PR O 
"According to her guardian she was discharged to her NH for a few days after her pacer was placed 05-08 , which was complicated by a PTX requiring CT placement which had been d/c 'd in the hospital after resolution of her PTX .",O O O O O O O O O O O O O O O B-TR I-TR O O O O O O O O B-PR I-PR O B-TR I-TR O O O O O O O O O O O B-PR I-PR O 
She had some nausea / vomiting and generally was taking poor pos at her NH .,O O O B-PR O B-PR O O O O O O O O O O 
There had been some concern her nausea was due to her amiodarone which had been discontinued about 1 week ago .,O O O O O B-PR I-PR O O O B-TR I-TR O O O O O O O O O 
She was then sent to Franklin Medical Center 05-24 with lethargy and n/v .,O O O O O O O O O O B-PR O B-PR O 
"At Erich Lindemann Mental Health Center she was discovered to have ARF , a large pericardial effusion , and bilateral pleural effusions .",O O O O O O O O O O O B-PR O B-PR I-PR I-PR I-PR O O B-PR I-PR I-PR O 
She was treated with IVF for her ARF .,O O O O B-TR O B-PR I-PR O 
"She underwent a TTE at Erich Lindemann Mental Health Center today ( 05-26 ) showing mod-lg circumferential pericardial effusion without evidence of RV diastolic collapse and no MV inflow evidence of tamponade , pacer wire located in RV apex .",O O B-TE I-TE O O O O O O O O O O O B-PR I-PR I-PR I-PR O O O B-PR I-PR I-PR O O O O O O B-PR O B-TR I-TR O O O O O 
There was still concern for her effusion contributing to her SOB at the OSH so she was transferred for drainage and treatment of CHF .,O O O O O B-PR I-PR O O B-PR I-PR O O O O O O O O B-TR O B-TR O B-PR O 
"Today she only complains of some SOB , which she says remains largely unchanged over the past few days .",O O O O O B-PR I-PR O O O O O O O O O O O O O 
She denies any CP / cough / fever / abd pain / diarrhea / black or bloody stools / headache .,O O B-PR I-PR O B-PR O B-PR O B-PR I-PR O B-PR O B-PR I-PR I-PR I-PR O B-PR O 
Past Medical History :,O O O O 
htn,B-PR 
"afib , SSS",B-PR O B-PR 
COPD,B-PR 
CAD,B-PR 
"pacer DDDR ( Vitatron CL860 ) placed 05-08 for SSS with symptomatic bradycardia , c/b R PTX requiring chest tube",B-TR I-TR I-TR I-TR I-TR I-TR O O O B-PR O B-PR I-PR O O B-PR I-PR O B-TR I-TR 
GERD,B-PR 
CVA,B-PR 
hypothyroidism,B-PR 
legally blind,B-PR I-PR 
Social History :,O O O 
"NH resident , guardian Robert Murrell",O O O O O O 
Family History :,O O O 
NC,O 
Physical Exam :,O O O 
Exam : T 96.2 HR 70 BP 118/46 R 24 sat 90% on 60%FM,O O B-TE O B-TE O B-TE O B-TE O B-TE O O B-TR 
pulsus parodoxus = 6-8 mm,B-PR I-PR O O O 
gen : mild resp distress speaking in full sentences but using accessory muscles,O O B-PR I-PR I-PR O O O O O O O O 
"HEENT : mmm , JVP at 14 cm , no bruits , supple",O O O O B-TE O O O O O B-PR O O 
"CV : RRR , 02-19 sys m at RUSB",O O O O O O O O O 
"pulm : no BS 01-15 way up bilat , no consolidation",O O O B-TE O O O O O O B-PR 
"abd : s/nt/slightly distended , dec BS , no CVA tenderness",O O O B-PR O B-PR I-PR O O B-PR I-PR 
ext : 1+ LE edema,O O B-PR I-PR I-PR 
Pertinent Results :,O O O 
"ECG : a paced at 70 bpm / nml axis , LBBB , no ST or TW changes",B-TE O O O O O O O O O O B-PR O O B-PR I-PR I-PR I-PR 
CXR at Erich Lindemann Mental Health Center 05-26 : bilateral pleural eff and pericardial eff,B-TE O O O O O O O O B-PR I-PR I-PR O B-PR I-PR 
"CT chest at Erich Lindemann Mental Health Center 05-25 : large pericardial effusion , bilat pleural eff with underlying consolidation which could represent PNA vs. atelectasis",B-TE I-TE O O O O O O O O B-PR I-PR I-PR O B-PR I-PR I-PR O B-PR I-PR O O O B-PR O B-PR 
"TTE at Erich Lindemann Mental Health Center 05-26 : mod-lg circumferential pericardial eff , no evidence of RV diastolic collapse , no MV inflow evidence of tamponade , pacer lead located in RV apex",B-TE O O O O O O O O B-PR I-PR I-PR I-PR O O O O B-PR I-PR I-PR O O O O O O B-PR O B-TR I-TR O O O O 
"head CT at Erich Lindemann Mental Health Center 05-24 : atrophy , dense calcification of the tentorium , most likely of metabolic etiology",B-TE I-TE O O O O O O O O B-PR O B-PR I-PR I-PR I-PR I-PR O O O O O O 
IMAGING AT Providence Behavioral Health Hospital :,B-TE O O O O O O 
ECHO 2018-05-28,B-TE O 
"IMPRESSION : Moderate to large pericardial effusion ( minimal fluid anteriorly ( 1cm ), ? bloody ).",O O B-PR I-PR I-PR I-PR I-PR O B-PR I-PR I-PR O O O O B-PR O 
No definite tamponade physiology .,O B-PR I-PR I-PR O 
"Pacer seen in RV apex , but cannot exclude perforation .",B-TR O O O O O O O O B-PR O 
CXR 2018-05-30,B-TE O 
FINDINGS : The lung volumes are Moderate bilateral pleural effusions are unchanged .,O O B-TE I-TE I-TE O O B-PR I-PR I-PR O O O 
Mild pulmonary edema is unchanged .,B-PR I-PR I-PR O O O 
Lung volumes are low .,B-TE I-TE O B-PR O 
Bibasilar atelectasis is unchanged .,B-PR I-PR O O O 
IMPRESSION : Unchanged moderate bilateral pleural effusions and mild CHF .,O O B-PR I-PR I-PR I-PR I-PR O B-PR I-PR O 
RENAL US 2018-05-28,B-TE I-TE O 
"FINDINGS : The right kidney measures 11 cm in length , the left kidney measures 9.7 cm in length .",O O O O O O O O O B-TE O O O O O O O O B-TE O 
No hydronephrosis is seen .,O B-PR O O O 
No urinary calculi are seen .,O B-PR I-PR O O O 
The bladder appears unremarkable and contains a Foley catheter .,O O O O O O B-TR I-TR I-TR O 
IMPRESSION : No evidence of hydronephrosis .,O O O O O B-PR O 
Brief Hospital Course :,O O O O 
A/P :,O O 
"82 y/o f w h/o afib , SSS s/p pacer 05-08 c/b PTX requiring CT , CAD , who was readmitted 05-24 with ARF and lethargy , found to have a large pericardial effusion and bilateral pleural effusions , with echo showing no evidence of tamponade , who is transferred for possible pericardial effusion drainage and treatment of CHF , as well as drainage of bilateral pleural effusions .",O O O O O B-PR O B-PR O B-TR O O B-PR O B-TR O B-PR O O O O O O B-PR O B-PR O O O O B-PR I-PR I-PR I-PR O B-PR I-PR I-PR O O B-TE O O O O B-PR O O O O O O B-TR I-TR I-TR O B-TR O B-PR O O O O B-TR O B-PR I-PR I-PR O 
She had a BNP of > 5000 on admission .,O O B-TE I-TE O O O O O O 
"Since admission , she ruled out for MI by enzymes , and had a right sided thoracentesis which yielded transudative fluid .",O O O O O O O B-PR O B-TE O O O B-TE I-TE I-TE I-TE O O B-PR I-PR O 
"WBC s since admission were as high as 14,000 but normalized .",B-TE I-TE O O O O O O O O O O 
She also had 2 echocardiograms which revealed persistent pericardial effusions .,O O O B-TE I-TE O O B-PR I-PR I-PR O 
She has been gently diuresed but has worsening ARF .,O O O O O O O B-PR I-PR O 
Her O2 requirement has increased despite diuresis .,B-PR I-PR I-PR O O O B-TR O 
"She denies any CP / cough / fever , abdominal pain / diarrhea , black or bloody stools or headache .",O O O B-PR O B-PR O B-PR O B-PR I-PR O B-PR O B-PR I-PR I-PR I-PR O B-PR O 
Her urine output decreased to nearly zero .,B-TE I-TE I-TE B-PR O O O O 
"In the setting of her ongoing pericardial effusion , she was transferred for closer observation to the CCU .",O O O O B-PR I-PR I-PR I-PR O O O O O O O O O O O 
"The CCU fellow and team declined to do pericardial drainage , as the pt was hemodynamically stable , without change in appearance of effusion by echo performed at bedside by cards fellow .",O O O O O O O O B-TR I-TR O O O O O O O O O B-PR I-PR I-PR I-PR I-PR O B-TE O O O O O O O 
"As she was felt by the CCU to be a poor candidate for right heart cath , was hemodynamically stable with blood pressure 110 s- 120 s systolic and pulse 70 s- 80 s , she was called out of the CCU and back to the cardiac floor without intervention .",O O O O O O O O O O O O O B-TE I-TE I-TE O O O O O B-TE I-TE O O O O B-TE O B-TE O O O O O O O O O O O O O O O O O O O B-TR O 
"The procedure team was called to consider doing a left thoracentesis , but she was declined because it was felt that her effusions were transudative , secondary to CHF , and it was recommended to treat CHF .",O O O O O O O O B-TR I-TR I-TR O O O O O O O O O O B-PR I-PR O B-PR O O O B-PR O O O O O O O B-PR O 
The pt continued to have low urine output .,O O O O O B-PR I-PR I-PR O 
"She was given a lasix drip IV upon call-out of the ICU , and additional boluses of IV lasix , 200 mg then 300 mg IV were given with a good response , however , she remained net positive fluid balance .",O O O B-TR I-TR I-TR I-TR O O O O O O O O B-TR I-TR I-TR I-TR O O O O O O O O O O O O O O O O O O B-PR I-PR I-PR I-PR O 
Renal consultants did not feel there was an emergent need for dialysis .,O O O O O O O O O O O B-TR O 
A nitro drip was started in an effort to decrease her preload and afterload .,B-TR I-TR I-TR O O O O O O O O B-TE O B-TE O 
"On call out from the CCU , the pt was satting 93% on 4-5L NC , and through the following night , her oxygen requirement increased to NRB , wherein she was satting upper 80 s- low 90 s.",O O O O O O O O O O B-TE O O O B-TR O O O O O O O B-PR I-PR I-PR O O B-TR O O O O B-TE O O O O O O 
"ABG that evening was 7.29/51/56 on 4L NC and early the next morning , was 7.25/62/64 on NRB .",B-TE O O O O O O B-TR O O O O O O O O O B-TR O 
"A CXR was performed the evening of 5/16 , showing moderate sized bilateral pleural effusions , stable cardiomegaly and a possible RLL infiltrate .",B-TE I-TE O O O O O O O O B-PR I-PR I-PR I-PR I-PR O B-PR I-PR O O O B-PR I-PR O 
Vancomycin and Zosyn were started .,B-TR O B-TR O O O 
She was afebrile .,O O B-PR O 
"The morning of 5/17 , her pulsus parodoxicus was 12 .",O O O O O B-TE I-TE I-TE O O O 
"Because of her ABG , and declining clinical status , the CCU was notified for possible transfer .",O O B-TE I-TE O O O O O O O O O O O O O O 
"The CMED CSRU Intern called the Murphy , Robert Leigh , to give her the update with regards to the pt 's deteriorating clinical status .",O O O O O O O O O O O O O O O O O O O O O O O O O O 
"It was felt that given her age , multiple co-morbidities , that her prognosis was poor even prior to CCU admission , possible pericardial drainage or repeat thoracenteses .",O O O O O O O O B-PR I-PR O O O O O O O O O O O O O B-TR I-TR O B-TR I-TR O 
"Goals of care were clarified with her Murphy , Robert Sanchez .",O O O O O O O O O O O O 
"Explained to Lewin that pt will likely need to be intubated , as she cannot lie flat , and most likely cannot undergo pericardial drainage , thoracentesis , or right heart cath with BiPAP ( which would have been the next measure after NRB , and prior to intubation ).",O O O O O O O O O O O O O O O O O O O O O O O B-TR I-TR O B-TR O O B-TR I-TR I-TR O B-TR O O O O O O O O O B-TR O O O O B-TR O 
"Explained that despite these invasive measures , she still has a very poor prognosis .",O O O B-TR I-TR I-TR O O O O O O O O O 
"Odell stated she had been thinking about this all night of 2018-05-30 , and agreed that this is not what the pt would have wanted .",O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Odell does not believe the pt would want to be intubated , with central line , right heart cath , in the CCU .",O O O O O O O O O O O O O B-TR I-TR O B-TR I-TR I-TR O O O O O 
She requested the patient be made Comfort Measures Only .,O O O O O O B-TR I-TR O O 
She was DNR/DNI on admission .,O O O O O O 
"This was documented in the computer , confirmed with Cardiology attending and fellow , and conveyed to the CCU staff , who were informed she may need to go for transfer ( which was subsequently cancelled ).",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"The pt will be made comfortable , with goals of care shifted towards suppressing her air hunger and pain .",O O O O O O O O O O O O O O B-PR I-PR I-PR O B-PR O 
"#. SOB : Most consistent with CHF by exam , although unknown what the severity of her COPD is currently .",O B-PR O O O O B-PR O B-TE O O O O O O O B-PR I-PR O O O 
TTE revealed large pericardial effusion .,B-TE O B-PR I-PR I-PR O 
"Pt is now s/p drainage of right pleural effusion , diagnostic and therapeutic , with studies consistent with transudate , etiology most likely 02-15 CHF .",O O O O B-TR O B-PR I-PR I-PR O O O O O O B-TE O O B-PR O O O O O B-PR O 
"We continued her albuterol / atrovent nebs , diuresis with IV lasix drip and boluses .",O O B-TR I-TR O B-TR I-TR O B-TR O B-TR I-TR I-TR O B-TR O 
"Her 05-27 CXR post procedure w/o PNX , effusion much improved , yet her 05-28 CXR worse than 05-27 with some reaccumulation of right pleural effusion .",B-TE I-TE I-TE O O O B-PR O B-PR O O O O B-TE I-TE I-TE O O O O O O O B-PR I-PR I-PR O 
"Then , on 05-29 , she demonstrated bilateral pleural effusions ( reaccumulated ), right lower lobe infiltrate ( started on vanco / zosyn )-> put on face mask , given lasix x 1 bolus 100 mg , responded somewhat and o2 sat stable in low 90 s.",O O O O O O O B-PR I-PR I-PR O O O B-PR I-PR I-PR I-PR O O O B-TR O B-TR O O O B-TR I-TR O O B-TR O O O O O O O O O B-TE I-TE O O O O O 
She was given 200 mg IV lasix X 1 with an additional 100 cc of urine output the evening of 5/16 .,O O O B-TR I-TR I-TR I-TR O O O O O O O O B-TE I-TE O O O O O 
Her lasix gtt continued during this time .,B-TR I-TR I-TR O O O O O 
Her oxygen sats did not improve .,B-TE I-TE I-TE O O O O 
She was then made CMO .,O O O O O O 
See above .,O O O 
"#. Pericardial effusion : unclear etiology , OSH had raised question of RV perforation from pacer , however she had a normal echo appearance of lead , no tamponade by exam .",O B-PR I-PR O O O O O O O O O B-PR I-PR O B-TR O O O O O O O O O O O O B-PR O B-TE O 
This has still be known to occur during the placement of pacemaker .,O O O O O O O O B-TR I-TR I-TR I-TR O 
"It was felt posthumously that her large pericardial effusion was most likely secondary to a complication of pacer placement , although this was not seen on imaging .",O O O O O B-PR I-PR I-PR I-PR O O O O O B-PR I-PR O B-TR I-TR O O O O O O O B-TE O 
"In the last 12 hours of her life , her pulsus was 12 , and she was felt to likely to have aspect of tamponade physiology , since her preload was reduced .",O O O O O O O O O B-TE I-TE O O O O O O O O O O O O O B-PR I-PR O O B-TE I-TE O O O 
"#. CHF : normal EF on TTE so possibly with diastolic dysfunction , ruled out for MI",O B-PR O O O O B-TE O O O B-PR I-PR O O O O B-PR 
- See course of diuresis above .,O O O O B-TR O O 
- We continued ASA / imdur / CCB / hold diovan until pt was made CMO .,O O O B-TR O B-TR O B-TR O O B-TR O O O O O O 
#. Pleural effusions : Likely due to CHF although had some leukocytosis at admission to OSH .,O B-PR I-PR O O O O B-PR O O B-PR I-PR O O O O O 
Mary studies c/w transudate .,B-TE I-TE O B-PR O 
"- After she was made CMO , the pt was started on Morphine gtt to maximize comfort and minimize air hunger .",O O O O O O O O O O O O B-TR I-TR O O O O O B-PR I-PR O 
"#. Afib/SSS : She was A-paced , pacer placed 05-08 in DDDR mode , complicated by PTX requiring chest tube which resolved and tube was removed during admit for pacer , no evidence of PTX on most recent CXR .",O B-PR O O O B-TR O B-TR O O O B-TR I-TR O O O B-PR O B-TR I-TR O O O B-TR O O O O O B-TR O O O O B-PR O B-TE I-TE I-TE O 
Her pacer wires in correct position .,B-TR I-TR I-TR O O O O 
We continued amiodarone until pt was made CMO .,O O B-TR O O O O O O 
Anticoagulation has not been given this admission .,B-TR O O O O O O O 
She was a poor anticoagulation candidate .,O O O O O O O 
"We started her on dilt for additional a fib control ( revert back to a fib on 05-29 ), which was stopped when the pt was made CMO .",O O O O B-TR O B-TR I-TR I-TR I-TR O O O O B-PR I-PR O O O O O O O O O O O O O 
"#. Oliguric ARF : likely prerenal due to n/v poor po intake and poor forward flow , However , need to continue diuresis .",O B-PR I-PR O O O O O B-PR B-PR I-PR I-PR O B-PR I-PR I-PR O O O O O O B-TR O 
"Her urine lytes consistent with ATN , FENA 4% .",B-TE I-TE I-TE O O B-PR O B-TE O O 
Renal u/s negative for hydronephrosis .,B-TE I-TE O O B-PR O 
Renal consultants did not feel that there was an indication for urgent hemodialysis .,O O O O O O O O O O O B-TR I-TR O 
