text,labels
with,O
pneumonia,B-PR
or,O
asymmetric,B-PR
pulmonary,I-PR
edema,I-PR
.,O

PAST,O
MEDICAL,O
HISTORY,O
:,O

Associated,B-PR
medical,I-PR
problems,I-PR
include,O
:,O

1.,O
Atonic,B-PR
bladder,I-PR
with,O
a,B-TR
suprapubic,I-TR
tube,I-TR
.,O

2.,O
Anxiety,B-PR
.,O

3.,O
Coronary,B-PR
artery,I-PR
disease,I-PR
with,O
a,O
history,O
of,O
angina,B-PR
in,O
the,O
distant,O
past,O
.,O

4.,O
History,O
of,O
colon,B-PR
cancer,I-PR
with,O
a,B-TR
colectomy,I-TR
in,O
the,O
past,O
.,O

MEDICATIONS,O
ON,O
ADMISSION,O
:,O

1.,O
Ativan,B-TR
1,O
mg,O
po,O
twice,O
a,O
day,O
.,O

2.,O
Trusopt,B-TR
1,O
gtt,O
left,O
eye,O
three,O
times,O
a,O
day,O
.,O

3.,O
Xalatan,B-TR
0.005%,O
one,O
gtt,O
left,O
eye,O
qhs,O
.,O

4.,O
Brimonidine,B-TR
1,O
gtt,O
left,O
eye,O
three,O
times,O
a,O
day,O
.,O

5.,O
Combivent,B-TR
3,O
puffs,O
four,O
times,O
per,O
day,O
.,O

6.,O
Aerobid,B-TR
three,O
puffs,O
twice,O
a,O
day,O
.,O

7.,O
Sorbitol,B-TR
30,O
cc,O
every,O
other,O
day,O
.,O

PHYSICAL,O
EXAMINATION,O
:,O

He,O
was,O
an,O
elderly,O
frail,O
gentleman,O
in,O
moderate,B-PR
respiratory,I-PR
distress,I-PR
.,O

He,O
had,O
a,B-TE
blood,I-TE
pressure,I-TE
110/70,O
",",O
heart,B-TE
rate,I-TE
110,O
beats,O
per,O
minute,O
and,O
regular,O
",",O
respiratory,B-TE
rate,I-TE
25,O
.,O

He,O
was,O
in,O
moderate,B-PR
respiratory,I-PR
distress,I-PR
.,O

His,B-TE
temperature,I-TE
was,O
98F,O
.,O

He,O
had,O
a,O
normal,O
head,B-TE
",",I-TE
eyes,I-TE
",",I-TE
ears,I-TE
",",I-TE
nose,I-TE
and,I-TE
throat,I-TE
exam,I-TE
.,O

Neck,B-TE
exam,I-TE
revealed,O
no,O
jugular,B-PR
venous,I-PR
distention,I-PR
and,O
no,O
masses,B-PR
.,O

Lung,B-TE
exam,I-TE
revealed,O
decreased,B-PR
breath,I-PR
sounds,I-PR
as,O
well,O
as,O
crackles,B-PR
in,I-PR
the,I-PR
bases,I-PR
.,O

There,O
were,O
no,O
wheezes,B-PR
or,O
rhonchi,B-PR
.,O

Heart,B-TE
exam,I-TE
revealed,O
a,O
soft,O
S1,O
and,O
S2,O
",",O
no,O
murmur,B-PR
was,O
heard,O
",",O
no,O
S3,B-PR
.,O

Abdomen,O
was,O
soft,O
",",O
nontender,B-PR
with,O
no,O
masses,B-PR
palpable,I-PR
.,O

Rectal,B-TE
exam,I-TE
was,O
unremarkable,O
with,O
stool,B-TE
heme,I-TE
negative,O
.,O

Neurological,B-TE
exam,I-TE
revealed,O
an,O
alert,O
and,O
oriented,O
x,O
3,O
elderly,O
male,O
.,O

He,O
moved,O
all,O
extremities,O
.,O

Deep,B-TE
tendon,I-TE
reflexes,I-TE
were,O
symmetrical,O
in,O
all,O
extremities,O
.,O

LABORATORY,O
AND,O
RADIOLOGIC,O
DATA,O
:,O

Sodium,B-TE
148,O
",",O
potassium,B-TE
3.4,O
",",O
glucose,B-TE
174,O
",",O
P02,B-TE
102,O
",",O
PC02,B-TE
115,O
",",O
PH,B-TE
7.11,O
on,O
40%,B-TR
02,I-TR
.,O

Blood,B-TE
urea,I-TE
nitrogen,I-TE
11,O
",",O
creatinine,B-TE
.6,O
",",O
uric,B-TE
acid,I-TE
3.0,O
",",O
alkaline,B-TE
phosphatase,I-TE
78,O
",",O
creatinine,B-PR
phosphokinase,I-PR
isoenzymes,I-PR
too,I-PR
low,I-PR
",",O
hematocrit,B-TE
41,O
",",O
white,B-TE
blood,I-TE
cell,I-TE
count,I-TE
11.6,O
.,O

Urine,B-TE
analysis,I-TE
showed,O
20-50,O
white,B-TE
blood,I-TE
cells,I-TE
and,O
3-5,O
red,B-TE
blood,I-TE
cells,I-TE
.,O

Electrocardiogram,B-TE
showed,O
sinus,B-PR
tachycardia,I-PR
at,O
a,O
rate,O
of,O
123,O
beats,O
per,O
minute,O
compared,O
to,O
previous,B-TE
electrocardiogram,I-TE
of,O
1/29,O
there,O
were,O
no,O
significant,B-PR
changes,I-PR
.,O

HOSPITAL,O
COURSE,O
:,O

The,O
patient,O
was,O
stabilized,O
in,O
the,O
Medical,O
Intensive,O
Care,O
Unit,O
.,O

He,O
stayed,O
in,O
the,O
unit,O
for,O
about,O
one,O
day,O
.,O

During,O
that,O
period,O
of,O
time,O
he,O
received,O
nebulizer,B-TR
treatments,I-TR
with,O
Albuterol,B-TR
.,O

He,O
was,O
also,O
started,O
on,O
intravenous,B-TR
Ticarcillin,I-TR
for,O
possible,O
gram,B-PR
negative,I-PR
pneumonia,I-PR
.,O

He,O
was,O
diuresed,O
with,O
intravenous,B-TR
Lasix,I-TR
to,O
which,O
he,O
responded,O
with,O
at,O
lease,O
a,O
2L,O
urine,B-TE
output,I-TE
on,O
the,O
first,O
day,O
and,O
1.5L,O
the,O
second,O
day,O
.,O

After,O
one,O
day,O
in,O
the,O
Medical,O
Intensive,O
Care,O
Unit,O
the,O
patient,O
was,O
stable,O
enough,O
to,O
go,O
to,O
the,O
floor,O
where,O
he,O
continued,O
the,O
rest,O
of,O
his,B-TR
treatment,I-TR
.,O

This,O
consisted,O
of,O
continued,O
nebulizer,B-TR
treatments,I-TR
as,O
well,O
as,O
intravenous,B-TR
antibiotics,I-TR
and,O
intravenous,B-TR
Solu-Medrol,I-TR
.,O

As,O
the,B-TR
patient,I-TR
&apos;s,I-TR
diuresis,I-TR
continued,O
his,B-PR
respiratory,I-PR
status,I-PR
improved,O
.,O

A,B-TE
chest,I-TE
x-ray,I-TE
showed,O
clearing,O
of,O
the,B-PR
opacities,I-PR
in,O
the,B-TE
chest,I-TE
x-ray,I-TE
that,O
were,O
consistent,O
with,O
pulmonary,B-PR
edema,I-PR
because,O
he,O
continued,O
to,O
have,O
some,B-PR
abnormality,I-PR
in,I-PR
the,I-PR
right,I-PR
lower,I-PR
lobe,I-PR
.,O

The,O
patient,O
was,O
continued,O
on,O
antibiotics,B-TR
for,O
possible,O
pneumonia,B-PR
.,O

The,B-TR
antibiotic,I-TR
chosen,O
was,O
Levaquin,B-TR
500,O
mg,O
1,O
tab,O
per,O
day,O
.,O

This,O
was,O
started,O
on,O
4/2/99,O
and,O
should,O
be,O
continued,O
for,O
ten,O
days,O
.,O

The,B-TR
Ticarcillin,I-TR
was,O
stopped,O
after,O
two,O
days,O
when,O
it,O
was,O
felt,O
that,O
he,O
did,O
not,O
have,O
a,B-PR
serious,I-PR
pneumonia,I-PR
.,O

The,B-PR
patient,I-PR
&apos;s,I-PR
respiratory,I-PR
status,I-PR
continued,O
to,O
improve,O
but,O
towards,O
the,O
last,O
2-3,O
days,O
of,O
his,O
hospitalization,O
the,O
amount,O
of,O
improvement,O
was,O
minimal,O
.,O

It,O
was,O
felt,O
that,O
his,B-PR
respiratory,I-PR
status,I-PR
has,O
been,O
maximally,O
treated,O
by,O
then,O
.,O

The,O
patient,O
&apos;s,O
major,O
improvement,O
came,O
after,O
the,O
first,O
two,O
days,O
with,O
brisk,B-TR
diuresis,I-TR
with,O
Lasix,B-TR
.,O

While,O
in,O
the,O
Oaksgekesser/,O
Memorial,O
Hospital,O
the,O
patient,O
on,O
4/4/99,O
complained,O
of,O
mild,B-PR
epigastric,I-PR
discomfort,I-PR
because,O
he,O
was,O
put,O
in,O
Cimetidine,B-TR
while,O
in,O
the,O
Intensive,O
Care,O
Unit,O
for,O
prophylaxis,B-TR
against,O
peptic,B-PR
ulcer,I-PR
disease,I-PR
.,O

The,O
patient,O
was,O
upgraded,O
to,O
Prilosec,B-TR
20,O
mg,O
per,O
day,O
for,O
possible,O
treatment,O
of,O
gastritis,B-PR
or,O
gastroesophageal,B-PR
reflux,I-PR
disease,I-PR
.,O

The,O
patient,O
did,O
have,O
any,O
nausea,B-PR
",",O
vomiting,B-PR
or,O
evidence,O
of,O
gastrointestinal,B-PR
bleeding,I-PR
.,O

The,B-PR
patient,I-PR
&apos;s,I-PR
abdominal,I-PR
pain,I-PR
should,O
be,O
followed,O
over,O
the,O
next,O
week,O
or,O
so,O
in,O
case,O
it,O
does,O
not,O
respond,O
to,O
Prilosec,B-TR
.,O

While,O
in,O
Oaksgekesser/,O
Memorial,O
Hospital,O
the,O
patient,O
was,O
never,O
able,O
to,O
get,O
out,O
of,O
bed,O
and,O
walk,O
independently,O
.,O

It,O
is,O
hoped,O
that,O
when,O
he,O
is,O
transferred,O
to,O
a,O
rehab,O
facility,O
that,O
he,O
will,O
continue,O
with,O
physical,B-TR
therapy,I-TR
to,O
regain,O
his,O
strength,O
and,O
regain,O
independence,O
in,O
activities,O
of,O
daily,O
living,O
.,O

Discussion,O
with,O
the,O
family,O
regarding,O
the,O
possibility,O
of,O
sending,O
him,O
to,O
a,O
nursing,O
home,O
was,O
entertained,O
however,O
the,O
family,O
strongly,O
refused,O
to,O
allow,O
him,O
to,O
go,O
a,O
nursing,O
home,O
.,O

They,O
wanted,O
the,O
patient,O
to,O
return,O
to,O
his,O
home,O
after,O
a,O
stay,O
at,O
a,B-TR
rehab,I-TR
facility,I-TR
.,O

CONDITION,O
ON,O
DISCHARGE,O
:,O

The,O
patient,O
&apos;s,O
respiratory,O
status,O
was,O
stable,O
.,O

I,O
think,O
his,O
breathing,O
was,O
as,O
good,O
as,O
to,O
be,O
expected,O
with,O
the,O
amount,O
of,O
severe,B-PR
chronic,I-PR
obstructive,I-PR
pulmonary,I-PR
disease,I-PR
he,O
had,O
.,O

He,O
needed,O
to,O
go,O
to,O
a,B-TR
rehab,I-TR
facility,I-TR
for,O
continued,B-TR
respiratory,I-TR
therapy,I-TR
and,O
for,O
Physical,B-TR
Therapy,I-TR
to,O
increase,O
his,O
muscle,O
strength,O
.,O

MEDICATIONS,O
ON,O
DISCHARGE,O
:,O

1.,O
Albuterol,B-TR
2.5,O
mg,O
in,O
2.5,B-TR
normal,I-TR
saline,I-TR
q4h,O
.,O

2.,O
Heparin,B-TR
5000,O
units,O
subcutaneously,O
twice,O
a,O
day,O
.,O

3.,O
Ativan,B-TR
.5,O
mg,O
twice,O
a,O
day,O
.,O

4.,O
Nasal,B-TR
oxygen,I-TR
3L,O
per,O
minute,O
.,O

5.,O
Levaquin,B-TR
500,O
mg,O
per,O
day,O
to,O
be,O
continued,O
until,O
4/12/99,O
.,O

6.,O
Lasix,B-TR
40,O
mg,O
per,O
day,O
.,O

7.,O
Prednisone,B-TR
40,O
mg,O
per,O
day,O
to,O
be,O
tapered,O
over,O
two,O
weeks,O
.,O

8.,O
Xalatan,B-TR
eyedrops,I-TR
1,O
gtt,O
in,O
left,O
eye,O
per,O
day,O
.,O

9.,O
Alphagan,B-TR
1,O
gtt,O
in,O
left,O
eye,O
three,O
times,O
a,O
day,O
.,O

10.,O
Trusopt,B-TR
1gtt,O
in,O
left,O
eye,O
three,O
times,O
a,O
day,O
.,O

11.,O
Prilosec,B-TR
20,O
mg,O
per,O
day,O
.,O

FOLLOWUP,O
:,O

The,O
patient,O
should,O
have,O
follow,O
up,O
with,O
his,O
primary,O
care,O
physician,O
Dr.,O
Rod,O
Linkeboltshieltrus,O
at,O
the,O
TRE,O
453,O
about,O
one,O
week,O
after,O
discharge,O
from,O
rehab,O
facility,O
.,O

The,O
telephone,O
number,O
at,O
his,O
office,O
is,O
236-4518,O
.,O

ROD,O
END,O
",",O
M.D.,O

TR,O
:,O

lh,O

DD,O
:,O

04/05/1999,O

TD,O
:,O

04/05/1999,O
3:06,O

Pcc,O
:,O

ROD,O
END,O
",",O
M.D.,O

C.R.TRYGLO,O
HOSPITAL,O
OF,O
STAT,O

745431641,O
WGH,O

2464448,O

333887,O

3473372,O

9/16/2004,O
12:00:00,O
AM,O

ED,O
Discharge,O
Summary,O

Unsigned,O

DIS,O

Report,O
Status,O
:,O

Unsigned,O

ED,O
DISCHARGE,O
NOTIFICATION,O
/,O
SUMMARY,O

KOTEA,O
",",O
TORTHEOA,O

MRN,O
:,O

2464448,O

Age,O
:,O

59y,O

REGISTRATION,O
DATE,O
:,O

09/16/2004,O
09:22,O
AM,O

Provider,O
:,O

YERTREY,O
SUMCHIRDKAYSMAVVEINDREPS,O

PRELIMINARY,O
REPORT,O

PCP,O
notified,O
by,O
MD,O
:,O

Yes,O
-,O
Direct,O
contact,O
with,O
PCP,O

Benefits,O
Assigned,O
:,O

N,O

Discharge,O
Date,O
/,O
Time,O
:,O

09/16/2004,O
17:48,O

Discharge,O
Status,O
:,O

Discharged,O

Condition,O
on,O
Discharge,O
:,O

Stable,O

Patient,O
States,O
Complaint,O
:,O

CP,B-PR

Standardized,O
Discharge,O
Instructions,O
:,O

The,O
patient,O
was,O
given,O
printed,O
instructions,O
for,O
chest,B-PR
pain,I-PR
(,O
English,O
),O
.,O

Diagnosis,O
:,O

Noncardiac,B-PR
chest,I-PR
pain,I-PR

Treatment,O
Rendered,O
:,O

Labs,B-TE
stable,O
",",O
NTG,B-TR
sublingual,I-TR
",",O
stress,B-TE
MIBI,I-TE
was,O
negative,O
for,O
ischemia,B-PR
.,O

Discharge,O
Medications,O
:,O

Continue,O
current,B-TR
medication,I-TR

Disposition,O
",",O
Follow,O
up,O
and,O
Instructions,O
to,O
Patient,O
:,O

Follow,O
up,O
as,O
scheduled,O
with,O
Dr.,O
Fyfechird,O
.,O

Return,O
to,O
the,O
ED,O
for,O
worsening,B-PR
chest,I-PR
pain,I-PR
",",O
shortness,B-PR
of,I-PR
breath,I-PR
",",O
nausea,B-PR
/,O
vomiting,B-PR
",",O
fever,B-PR
/,O
chills,B-PR
",",O
weakness,B-PR
/,O
dizziness/numbness,B-PR
",",O
or,O
any,B-PR
other,I-PR
problems,I-PR
.,O

PCP,O
Name,O
:,O

SLANDTIF,O
",",O
ASTHEO,O
D,O

Provider,O
Number,O
:,O

49422,O

This,O
report,O
was,O
created,O
by,O
SUMCHIRDKAYSMAVVEINDREPS,O
",",O
YERTREY,O
09/16/2004,O
05:53,O
PM,O

745701560,O
WGH,O

2217927,O

991462,O

4257841,O

10/23/2005,O
12:00:00,O
AM,O

ED,O
Discharge,O
Summary,O

Unsigned,O

DIS,O

Report,O
Status,O
:,O

Unsigned,O

ED,O
DISCHARGE,O
NOTIFICATION,O
/,O
SUMMARY,O

SMANTVERGE,O
",",O
TAWNEN,O

MRN,O
:,O

2217927,O

Age,O
:,O

78y,O

REGISTRATION,O
DATE,O
:,O

10/23/2005,O
09:30,O
AM,O

Provider,O
:,O

VONNELIBRY,O
POUSSCROOKESSEILLE,O

PRELIMINARY,O
REPORT,O

PCP,O
notified,O
by,O
MD,O
:,O

E-mail,O
PCP,O

Benefits,O
Assigned,O
:,O

Y,O

Discharge,O
Note,O

Date,O
/,O
Time,O
:,O

10/23/2005,O
10:35,O

Discharge,O
Status,O
:,O

Discharged,O

Condition,O
on,O
Discharge,O
:,O

Stable,O

Patient,O
States,O
Complaint,O
:,O

APPT,O
VONNELIBRY,O
POUSSCROOKESSEILLE,O

Diagnosis,O
:,O

Anxiety,B-PR
NOS,I-PR

Treatment,O
Rendered,O
:,O

psychological,B-TE
assessment,I-TE
",",O
past,O
medication,O
responses,O
discussed,O
.,O

No,O
new,B-TR
meds,I-TR
for,O
now,O

Discharge,O
Medications,O
:,O

None,O
today,O
Disposition,O
",",O

Follow,O
up,O
and,O
Instructions,O
to,O
Patient,O
:,O

Keep,O
follow-up,O
medical,O
appointments,O
with,O
Dr,O
Trosgaugh,O
.,O

Continuing,O
taking,O
meds,B-TR
she,O
prescribed,O
.,O

PCP,O
Name,O
:,O

TROSGAUGH,O
",",O
NACOLE,O

Provider,O
Number,O
:,O

16660,O

This,O
report,O
was,O
created,O
by,O
POUSSCROOKESSEILLE,O
",",O
VONNELIBRY,O
10/23/2005,O
10:51,O
AM,O

767751445,O
ELMVH,O

45154940,O

6035801,O

12/6/2005,O
12:00:00,O
AM,O

COPD,B-PR
exacerbation,I-PR
with,O
NSTEMI,B-PR

DIS,O

Admission,O
Date,O
:,O

12/06/2005,O

Report,O
Status,O
:,O

Discharge,O
Date,O
:,O

12/10/2005,O

******,O
FINAL,O
DISCHARGE,O
ORDERS,O
******,O

SCHOELLSULLKOTEFONG,O
",",O
MAUSTINIE,O

161-66-98-5,O
W53,O

Room,O
:,O

66R-249,O

Service,O
:,O

MED,O

DISCHARGE,O
PATIENT,O
ON,O
:,O

12/09/05,O
AT,O
08:00,O
PM,O

CONTINGENT,O
UPON,O

Attending,B-TE
evaluation,I-TE

WILL,O
D,O
/,O
C,O
ORDER,O
BE,O
USED,O
AS,O
THE,O
D,O
/,O
C,O
SUMMARY,O
:,O

YES,O

Attending,O
:,O

FREIERMFUSC,O
",",O
SHAIGAYDONA,O
",",O
M.D.,O
",",O
M.DIV.,O

CODE,O
STATUS,O
:,O

Full,O
code,O

DISPOSITION,O
:,O

Home,O
w/,O
services,O

DISCHARGE,O
MEDICATIONS,O
:,O

VITAMIN,B-TR
C,I-TR
(,I-TR
ASCORBIC,I-TR
ACID,I-TR
),I-TR
"1,000",O
MG,O
PO,O
QD,O
ECASA,B-TR
(,I-TR
ASPIRIN,I-TR
ENTERIC,I-TR
COATED,I-TR
),I-TR
81,O
MG,O
PO,O
QD,O
CALCIUM,B-TR
CARBONATE,I-TR
(,I-TR
500,I-TR
MG,I-TR
ELEMENTAL,I-TR
CA++,I-TR
),I-TR
500,O
MG,O
PO,O
BID,O
PREDNISONE,B-TR
20,O
MG,O
PO,O
QAM,O
Starting,O
Today,O
(,O
12/09,O
),O

Instructions,O
:,O

taper,O
over,O
2,O
weeks,O
MULTIVITAMIN,B-TR
THERAPEUTIC,I-TR
(,I-TR
THERAPEUTIC,I-TR
MULTIVI,I-TR
...,I-TR
),I-TR
5,O
MILLILITERS,O
PO,O
QD,O

Override,O
Notice,O
:,O

Override,O
added,O
on,O
12/07/05,O
by,O
BELB,O
",",O
BRITHERL,O
",",O
M.D.,O
on,O
order,O
for,O
ATORVASTATIN,B-TR
PO,I-TR
(,O
ref,O
#,O
33823759,O
),O

POTENTIALLY,O
SERIOUS,O
INTERACTION,O
:,O

NIACIN,B-TR
",",O
VIT,B-TR
.,O

B-3,B-TR
and,O
ATORVASTATIN,B-TR
CALCIUM,I-TR

Reason,O
for,O
override,O
:,O

md,O
aware,O

Previous,O
override,O
information,O
:,O

Override,O
added,O
on,O
12/06/05,O
by,O
BELB,O
",",O
BRITHERL,O
",",O
M.D.,O
on,O
order,O
for,O
ZOCOR,B-TR
PO,I-TR
(,O
ref,O
#,O
33033281,O
),O

POTENTIALLY,O
SERIOUS,O
INTERACTION,O
:,O

NIACIN,B-TR
",",O
VIT,B-TR
.,O

B-3,B-TR
and,O
SIMVASTATIN,B-TR

Reason,O
for,O
override,O
:,O

md,O
aware,O

FLOVENT,B-TR
(,I-TR
FLUTICASONE,I-TR
PROPIONATE,I-TR
),I-TR
44,O
MCG,O
INH,O
BID,O
Starting,O
Today,O
(,O
12/09,O
),O
LEVAQUIN,B-TR
(,I-TR
LEVOFLOXACIN,I-TR
),I-TR
500,O
MG,O
PO,O
QD,O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Administer,O
iron,B-TR
products,I-TR
a,O
minimum,O
of,O
2,O
hours,O
before,O
or,O
after,O
a,O
levofloxacin,B-TR
or,O
ciprofloxacin,B-TR
dose,O
dose,O

If,O
on,O
tube,B-TR
feeds,I-TR
",",O
please,O
cycle,O
(,O
hold,O
1,O
hr,O
before,O
to,O
2,O
hr,O
after,O
),O

Take,O
2,O
hours,O
before,O
or,O
2,O
hours,O
after,O
dairy,O
products,O
.,O

Alert,O
overridden,O
:,O

Override,O
added,O
on,O
12/06/05,O
by,O
BELB,O
",",O
BRITHERL,O
",",O
M.D.,O

POTENTIALLY,O
SERIOUS,O
INTERACTION,O
:,O

SALMETEROL,B-TR
XINAFOATE,I-TR
and,O
LEVOFLOXACIN,B-TR

Reason,O
for,O
override,O
:,O

md,O
aware,O

SEREVENT,B-TR
DISKUS,I-TR
(,I-TR
SALMETEROL,I-TR
DISKUS,I-TR
),I-TR
1,O
PUFF,O
INH,O
BID,O

Override,O
Notice,O
:,O

Override,O
added,O
on,O
12/06/05,O
by,O
BELB,O
",",O
BRITHERL,O
",",O
M.D.,O
on,O
order,O
for,O
LEVAQUIN,B-TR
PO,I-TR
(,O
ref,O
#,O
57095042,O
),O

POTENTIALLY,O
SERIOUS,O
INTERACTION,O
:,O

SALMETEROL,B-TR
XINAFOATE,I-TR
and,O
LEVOFLOXACIN,B-TR

Reason,O
for,O
override,O
:,O

md,O
aware,O

LISINOPRIL,B-TR
5,O
MG,O
PO,O
QD,O

Alert,O
overridden,O
:,O

Override,O
added,O
on,O
12/08/05,O
by,O
:,O

POTENTIALLY,O
SERIOUS,O
INTERACTION,O
:,O

POTASSIUM,B-TR
CHLORIDE,I-TR
and,O
LISINOPRIL,B-TR

Reason,O
for,O
override,O
:,O

md,O
aware,O

TOPROL,B-TR
XL,I-TR
(,I-TR
METOPROLOL,I-TR
SUCCINATE,I-TR
EXTENDED,I-TR
RELEASE,I-TR
),I-TR
25,O
MG,O
PO,O
QD,O
Starting,O
Today,O
(,O
12/09,O
),O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Take,O
consistently,O
with,O
meals,O
or,O
on,O
empty,O
stomach,O
.,O

ALENDRONATE,B-TR
70,O
MG,O
PO,O
QWEEK,O

Food,O
/,O
Drug,O
Interaction,O
Instruction,O

Give,O
on,O
an,O
empty,O
stomach,O
(,O
give,O
1hr,O
before,O
or,O
2hr,O
after,O
food,O
),O

Take,O
with,O
8,O
oz,O
of,O
plain,O
water,O
ALBUTEROL,B-TR
INHALER,I-TR
2,O
PUFF,O
INH,O
QID,O
Starting,O
Today,O
(,O
12/09,O
),O
ATROVENT,B-TR
INHALER,I-TR
(,I-TR
IPRATROPIUM,I-TR
INHALER,I-TR
),I-TR
2,O
PUFF,O
INH,O
QID,O
Starting,O
Today,O
(,O
12/09,O
),O

DIET,O
:,O

No,O
Restrictions,O

ACTIVITY,O
:,O

Resume,O
regular,O
exercise,O

FOLLOW,O
UP,O
APPOINTMENT,O
(,O
S,O
),O
:,O

Gento,O
Yaneslaunt,O
03/17/06,O
scheduled,O
",",O

Arois,O
Maillliepslighsint,O
02/18/06,O
scheduled,O
",",O

ALLERGY,O
:,O

NKA,B-PR
ADMIT,O
DIAGNOSIS,O
:,O

COPD,B-PR
exacerbation,I-PR

PRINCIPAL,O
DISCHARGE,O
DIAGNOSIS,O
;,O

Responsible,O
After,O
Study,O
for,O
Causing,O
Admission,O
),O
COPD,B-PR
exacerbation,I-PR
with,O
NSTEMI,B-PR

OTHER,O
DIAGNOSIS,O
;,O

Conditions,O
",",O
Infections,O
",",O
Complications,O
",",O
affecting,O
Treatment,O
/,O
Stay,O

severe,B-PR
COPD,I-PR
Pneumonia,B-PR
recovering,O
alcoholic,O
recovering,O
barbituate,O
abuse,O
unexplained,B-PR
hct,I-PR
drop,I-PR
poor,B-PR
appetite,I-PR
x,O
1,O
week,O

STEROID,B-PR
PSYCHOSIS,I-PR
NO,O
BENZOS,B-TR

OPERATIONS,O
AND,O
PROCEDURES,O
:,O

none,O

OTHER,O
TREATMENTS,O
/,O
PROCEDURES,O
(,O
NOT,O
IN,O
O.R.,O
),O

Heparin,B-TR
while,O
having,O
a,B-PR
demand,I-PR
ischemic,I-PR
episode,I-PR

BRIEF,O
RESUME,O
OF,O
HOSPITAL,O
COURSE,O
:,O

*,O
CC,O
:,O

82F,O
with,O
COPD,B-PR
exacerpation,I-PR

*,O
DDx,O
:,O

COPD,B-PR
exacerpation,I-PR
with,O
troponin,B-PR
leak,I-PR
likely,O
NSTEMI,B-PR
secondary,O
to,O
demand,B-PR
ischemia,I-PR
.,O

*,O
HPI,O
:,O

4,O
days,O
of,O
worsening,B-PR
SOB,I-PR
with,O
sore,B-PR
throat,I-PR
and,O
cough,B-PR
productive,I-PR
of,I-PR
yellow,I-PR
/,I-PR
green,I-PR
sputum,I-PR
.,O

Fatigue,B-PR
secondary,O
to,O
worsening,B-PR
dyspnea,I-PR
.,O

took,O
Prednisone,B-TR
40,I-TR
at,O
home,O
and,O
presented,O
to,O
ED,O
where,O
found,O
to,O
have,O
1mm,B-PR
lateral,I-PR
ST,I-PR
depressions,I-PR
and,O
slight,B-PR
troponin,I-PR
and,I-PR
MB,I-PR
leak,I-PR
.,O

no,O
N,B-PR
/,O
V/HA,B-PR
/,O
D,B-PR
no,O
sweats,B-PR
",",O
no,O
chills,B-PR
",",O
of,O
abdominal,B-PR
pain,I-PR
",",O
no,O
chest,B-PR
pain,I-PR
",",O
no,O
pleuricy,B-PR
",",O
no,O
LEE,B-PR
",",O
no,O
paresthesias,B-PR
",",O
no,O
numbness,B-PR
",",O
no,O
shoulder,B-PR
pain,I-PR
",",O
no,O
jaw,B-PR
pain,I-PR
.,O

*,O
PMH,O
:,O

COPD,B-PR
(,O
s,O
/,O
p,O
lung,B-TR
resection,I-TR
FEV1,B-TE
25%,O
),O
",",O
chronic,B-PR
pericardial,I-PR
effusion,I-PR
",",O
PVD,B-PR
",",O
R,B-PR
renal,I-PR
artery,I-PR
stenosis,I-PR
",",O
osteoporosis,B-PR
",",O
presbylaryngis,B-PR

**************,O
PATIENT,O
STATUS,O
********************,O

98.4,O
",",O
94,O
",",O
22,O
",",O
120/96,O
",",O
98%,O
on,O
2L.,O
NAD,B-PR
",",O
using,O
scalenes,B-TE
",",O
AT,O
/,O
NC,O
",",O
no,O
oral,B-PR
lesions,I-PR
",",O
Bibasilar,B-PR
rales,I-PR
otherwise,O
clear,O
",",O
good,O
air,O
movement,O
",",O
RRR,O
",",O
no,O
MRG,O
",",O
NTND,O
+BS,O
",",O
no,O
CCE,O
",",O
2+,O
DPs,O
.,O

Guiac,O
negative,O

***************,O
STUDIES,O
***********************,O

LABS,O
:,O

WBC,B-TE
12.91,O

CXR,O
:,O

small,B-PR
pleural,I-PR
effusion,I-PR
",",O
flat,O
diaphrams,O
no,O
acute,B-PR
changes,I-PR

Echo,B-TE
-,O

***********,O
HOSPITAL,O
COURSE,O
****************,O

1.,O
CV,O
:,O

likely,O
having,O
a,B-PR
NSTEMI,I-PR
secondary,O
to,O
demand,B-PR
.,O

Cardiac,B-TE
enzymes,I-TE
trending,O
down,O
on,O
12.7.05,O
",",O
anticoagulated,O
while,O
having,O
leak,B-TE
.,O

I,O
-,O
heparin,B-TR
for,O
PTT,B-PR
50-70,O
durin,O
enzyme,B-PR
leak,I-PR
.,O
metoprolol,B-TR
12,O
QID,O
.,O

Cardiac,B-TE
enzymes,I-TE
BID,O
while,O
actively,O
having,O
leak,B-PR
",",O
ASA,B-TR

R,O
-,O
monitor,O
on,O
telemetry,B-TR

P,O
-,O
no,O
